"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.0374263198866627,-0.516756898643238,0.042,0.146,1,"WDR54"
0.0374925861519165,0.890730414051362,0.146,0.068,1,"TIPIN"
0.0375093344508297,0.561948030837342,0.292,0.2,1,"TTC21A"
0.0376451905953393,0.176345793013203,0.5,0.423,1,"RNF13"
0.0377035131842354,0.380952152889235,0.229,0.138,1,"BPNT1"
0.0377421689963133,0.970754205425117,0.562,0.419,1,"KIF3B"
0.0378237067047708,0.19728037866501,0.146,0.068,1,"ZNF763"
0.0378950764034443,0.1559988994801,0.271,0.163,1,"RGS11"
0.0380299240162668,-0.106149672208324,0.25,0.426,1,"DUSP22"
0.0381166603642611,0.221914922503115,0.146,0.07,1,"ZNF77"
0.0382104785502914,0.117882755932451,0.208,0.112,1,"SUSD1"
0.0383269590834535,0.346684993281032,0.271,0.165,1,"PWP2"
0.0383611642306098,0.347440962435027,0.354,0.255,1,"ADCY3"
0.0383696830819684,-0.516008730980063,0.229,0.362,1,"ARL1"
0.0384166373298556,0.147881135448106,0.229,0.132,1,"OSBPL10"
0.0384525126263921,-0.116745190344552,0.104,0.246,1,"ACBD6"
0.0384621886236688,-0.597233703851901,0.292,0.45,1,"ACSL1"
0.038479991618895,-0.12875811693509,0.042,0.148,1,"ZNF449"
0.0385012653612706,0.167100132614927,0.125,0.054,1,"WDR93"
0.0385077532990053,-0.336583755167677,0.458,0.655,1,"PITPNB"
0.0385210310470269,-0.202746979961232,0.292,0.506,1,"ERH"
0.0385224631917681,0.349344801764745,0.521,0.438,1,"DIP2C"
0.0385354767847471,-0.268704533248291,0.125,0.268,1,"TSEN15"
0.0385692335205168,0.216088527254903,0.417,0.317,1,"FAM105B"
0.0386133213105461,0.281776989298634,0.167,0.083,1,"ZNF784"
0.0386371760450368,-0.225838122026441,0.062,0.177,1,"VEGFC"
0.0386701849340144,0.162922129134916,0.188,0.105,1,"CABP7"
0.0386745421750743,0.722424594400343,0.104,0.042,1,"ACTBL2"
0.0386879246624971,0.474219949806257,0.125,0.054,1,"CHRNA5"
0.0386879246624971,0.15150708075784,0.125,0.054,1,"LINC00518"
0.0386889952980524,0.233893765939564,0.688,0.581,1,"SMARCA4"
0.0387815890287275,0.198417148592803,0.396,0.596,1,"TNIP1"
0.038863251505831,0.197470396331705,0.438,0.764,1,"NMT1"
0.0388647802065083,0.62576958412267,0.229,0.136,1,"LOC100329109"
0.0388753523630589,0.390518418626939,0.125,0.054,1,"LOC283038"
0.0388957399887539,0.392009340336676,0.25,0.153,1,"PAK4"
0.0389067717780958,0.354555681226475,0.208,0.402,1,"KLHDC8B"
0.0389685338178987,0.252376275104734,0.292,0.19,1,"SIRT3"
0.0389689354165799,0.511321484846137,0.333,0.228,1,"USP5"
0.039008573582327,-0.43830521461615,0.062,0.175,1,"CCR10"
0.0390246645513612,0.130210791589351,0.479,0.657,1,"RFTN1"
0.0390390525436759,-0.402849146362691,0.083,0.2,1,"ALG8"
0.0390946831196926,0.755625147399632,0.104,0.042,1,"MBD3L1"
0.039191208583202,0.198457346803385,0.292,0.19,1,"ZNF250"
0.0392106297284119,0.181999182683396,0.167,0.08,1,"DEM1"
0.0392930108580003,0.332404948750213,0.417,0.311,1,"ZFYVE20"
0.0393197457077692,0.641181826596334,0.104,0.261,1,"MID1IP1"
0.0393916509826766,0.319534243354581,0.5,0.431,1,"SIPA1L2"
0.0394068401006642,-0.233722928798592,0.083,0.211,1,"FAM110D"
0.0394073471265655,-0.171452293679149,0.292,0.465,1,"DDB1"
0.0395186940818291,0.207168551409462,0.104,0.042,1,"MYLK2"
0.0395373538805819,-0.213483284742744,0.125,0.251,1,"GNAI1"
0.0395758843654276,-0.112600572304527,0.062,0.183,1,"ZNF673"
0.0396049569129146,0.223580682429431,0.479,0.336,1,"PBX3"
0.0396221836872443,0.375318102653402,0.625,0.594,1,"RABGAP1L"
0.0396338324724536,-0.28918147649273,0.104,0.241,1,"JKAMP"
0.0396868766559459,0.376608369073932,0.208,0.122,1,"BSCL2"
0.0397981925119207,-0.268615052265545,0.125,0.256,1,"LYN"
0.0398345441246191,-0.873376793870347,0.083,0.2,1,"CCDC167"
0.0398448287775134,0.200530251982479,0.438,0.645,1,"SLC44A2"
0.0399293874580134,0.407860919644694,0.229,0.134,1,"PIGO"
0.0400119176466898,0.104495559200138,0.188,0.1,1,"DTWD2"
0.0401333874117255,-0.411446258339842,0.396,0.553,1,"SLC2A4"
0.0401442108592837,0.222118922120921,0.125,0.056,1,"NSUN7"
0.040211914286396,0.186791792956434,0.146,0.068,1,"HYAL3"
0.0403033344490447,-0.26370133936228,0.208,0.355,1,"FRZB"
0.040347283257144,0.207358350523869,0.188,0.102,1,"ZNF623"
0.0403661450974319,0.134014546184402,0.479,0.375,1,"ZBTB41"
0.0404850052361303,0.265201724466216,0.167,0.085,1,"CD86"
0.0407088767917069,0.1201314092783,0.25,0.424,1,"C9orf3"
0.0408070208618628,0.984629200065084,0.25,0.154,1,"ZBED3"
0.0408142195117253,0.473997517101498,0.104,0.042,1,"LOC100129046"
0.040834694646212,0.327291561333495,0.375,0.292,1,"FBXL17"
0.0408423056044657,0.120119071045325,0.167,0.081,1,"ATG4D"
0.0408526659425831,-0.902846646678845,0.188,0.312,1,"MFAP5"
0.0409203412238845,-0.174622288605172,0.083,0.212,1,"C1orf174"
0.0409213543573008,0.188156072383532,0.167,0.087,1,"CEACAM19"
0.0409390858697564,0.664592255977374,0.479,0.409,1,"SLC12A4"
0.0409638621541162,0.839254189072157,0.188,0.104,1,"HDAC10"
0.0409813603042218,0.556433391924151,0.729,0.693,1,"PDS5B"
0.0409884663211394,0.173625182288545,0.125,0.054,1,"FNDC4"
0.0410970435329158,-0.283028443666506,0.354,0.508,1,"PELI1"
0.0411150620399232,-0.388278816512959,0.188,0.34,1,"SSBP2"
0.041247894824823,0.133303962565593,0.188,0.097,1,"IL1RN"
0.0412912205124654,0.133329090733124,0.167,0.085,1,"FAM110A"
0.0413748812488297,1.3569443554917,0.417,0.323,1,"ALDH16A1"
0.0413837710373277,-0.247986410628891,0.042,0.149,1,"FAIM"
0.0415443623891035,0.744687995462322,0.208,0.119,1,"ADRB2"
0.041599551526849,-0.123329664616196,0.292,0.435,1,"PIPSL"
0.0417962541224463,-0.325434622768617,0.292,0.436,1,"RBCK1"
0.0418233258727115,0.190075182485576,0.271,0.168,1,"SMTNL2"
0.0418451920638055,-0.342589716302557,0.021,0.115,1,"VSIG4"
0.0418915977146466,0.329411474933056,0.125,0.056,1,"LOC285696"
0.0419233942269507,0.156100680171041,0.188,0.098,1,"ZNF670"
0.0420744800912292,-0.417714059108064,0.167,0.29,1,"SCCPDH"
0.0420843206736411,-0.721881771297249,0.146,0.278,1,"MRPL46"
0.0421063088208079,-0.589717476249651,0.292,0.441,1,"ATP6V0D1"
0.0421225768135209,0.480852598695501,0.312,0.557,1,"SSFA2"
0.042137202157477,0.327952161387563,0.375,0.26,1,"BMP5"
0.0422234669773443,-0.194550213447548,0.375,0.545,1,"STRAP"
0.0422753543519497,0.186692490099412,0.188,0.1,1,"GRM1"
0.042316544162325,0.572796494281527,0.292,0.195,1,"BCO2"
0.0423809566187998,0.21672796693765,0.458,0.36,1,"FAM13B"
0.0424712807872769,0.310815349369831,0.188,0.104,1,"LOC283104"
0.0425537309740768,0.222622625835839,0.667,0.835,1,"SYNPO2"
0.0425974277072993,0.148780727076624,0.104,0.042,1,"DCT"
0.0426755099637411,0.186161259145246,0.417,0.309,1,"CCDC117"
0.0427168901120226,0.836146891714732,0.375,0.297,1,"FAM63A"
0.042781972399333,0.185138074731707,0.167,0.336,1,"EPC1"
0.0428068691257725,-0.341115905484901,0.208,0.355,1,"ACOT9"
0.0429766017119484,0.350844309888285,0.333,0.228,1,"TXNDC11"
0.0429872891723587,-0.417748575217722,0.25,0.401,1,"PIN1"
0.0430242098724712,-0.284995283236514,0.083,0.207,1,"SERPINI1"
0.0431739770013722,0.142600264660738,0.396,0.299,1,"ARHGAP24"
0.0432037661066375,0.231473948601777,0.375,0.282,1,"SLC23A2"
0.0432429701500099,0.512114001220731,0.438,0.34,1,"CAMTA2"
0.0433117021694097,0.22315193964645,0.229,0.138,1,"KCNIP4-IT1"
0.0433277152090916,-4.32804132023817,0.188,0.299,1,"S100A8"
0.0433878636599865,0.21131375061084,0.125,0.272,1,"OR51E1"
0.0434300272301289,0.710357888681857,0.333,0.228,1,"FAM113A"
0.0434397912319098,-0.759049193788242,0.167,0.311,1,"RAMP1"
0.043452181758166,0.40154397462627,0.771,0.778,1,"MARCKS"
0.0435134620140725,0.250984334942931,0.104,0.042,1,"C1orf233"
0.0435134620140725,0.347081578909661,0.104,0.042,1,"HARBI1"
0.0435469925937611,0.134231418952789,0.188,0.102,1,"CASP9"
0.0435822433975784,0.229901508150135,0.271,0.165,1,"RADIL"
0.0436201481704192,-0.826199052906016,0.083,0.192,1,"ZFAND2A"
0.0438179200977367,0.158305484576208,0.125,0.054,1,"TKTL1"
0.0438699336321672,-0.340304200165916,0.188,0.336,1,"TSTA3"
0.0439691630146838,0.153916374809522,0.438,0.321,1,"DGCR8"
0.0439918975456941,0.376632298256157,0.208,0.124,1,"TTC27"
0.044012658600305,1.68721182074631,0.208,0.119,1,"FDX1L"
0.0440625576819024,0.263405069849602,0.271,0.177,1,"CTTNBP2"
0.0440750708229176,0.143869800649974,0.208,0.115,1,"LOC100505746"
0.0441187731013809,0.278694948617919,0.375,0.278,1,"EHMT2"
0.0441369902604826,0.705525567004215,0.458,0.387,1,"KIAA1274"
0.0441507058436509,0.296061726632849,0.312,0.221,1,"IQSEC2"
0.044211359220306,0.100204912666735,0.104,0.042,1,"BUB1B"
0.044211359220306,0.383537443461277,0.104,0.042,1,"IRX4"
0.0442680122640268,0.492578439969327,0.25,0.149,1,"METTL18"
0.0443477461719915,-0.236704083973017,0.417,0.565,1,"AIF1L"
0.0445649618264852,-0.152475069518968,0.229,0.353,1,"CCNG2"
0.044593828867178,0.308018148088851,0.292,0.205,1,"MLK7-AS1"
0.0446038133698183,0.277451706997198,0.333,0.222,1,"GNAZ"
0.0446261985549736,-0.195489959514484,0.208,0.333,1,"JAK2"
0.0447305925002755,0.173919409954325,0.417,0.316,1,"ZNF507"
0.0447386434723565,0.125656734830283,0.104,0.238,1,"UBXN2A"
0.0448165111330888,-0.213280420309276,0.167,0.311,1,"SAP30L"
0.0448215119298364,0.328308354570797,0.167,0.088,1,"FBXL13"
0.0448375265927078,0.111428219242679,0.417,0.61,1,"RBFOX2"
0.0448495185022216,-0.365305014044449,0.146,0.28,1,"COMMD4"
0.0450578619240108,0.313562529806007,0.438,0.363,1,"INPP4A"
0.0451570849373218,0.225344981699645,0.125,0.056,1,"NOXA1"
0.0451965776352592,-0.586833635847061,0.042,0.143,1,"SHISA3"
0.0452400128572788,0.129581107432554,0.5,0.389,1,"TIMM50"
0.0452429221288122,0.385186026214352,0.167,0.083,1,"DNALI1"
0.0452677187841588,0.552251873471647,0.167,0.087,1,"STAP2"
0.0452938311341227,0.398668765847666,0.5,0.421,1,"TSPYL4"
0.0452962494547087,-0.177601552114923,0.208,0.362,1,"PAPD4"
0.045368236920197,0.517999004966669,0.25,0.16,1,"RGL3"
0.0453955102691932,0.3151768845906,0.104,0.042,1,"EBI3"
0.0453955102691932,0.644706302790419,0.104,0.042,1,"LINC00311"
0.045408174747163,0.222953384556738,0.542,0.441,1,"C2CD2"
0.0454647984055434,0.132811884939168,0.188,0.104,1,"LOC729020"
0.0455307819256514,-0.490119595667172,0.083,0.197,1,"WDR18"
0.0456165184801927,-0.406324754767127,0.292,0.445,1,"HPCAL1"
0.0456355206579219,0.1801471257276,0.104,0.042,1,"PAQR9"
0.0457034484016003,0.359771989784213,0.208,0.122,1,"LOC284385"
0.0457432088345378,-0.110598094056051,0.125,0.261,1,"PRR14"
0.0457488504733836,-0.429735300149189,0.542,0.633,1,"LRRC8A"
0.0458445649088368,0.172172006942957,0.396,0.324,1,"KIF3A"
0.0458765993878777,0.149070119227465,0.104,0.042,1,"TUBB4A"
0.0459380001275674,0.632987229567793,0.729,0.684,1,"SSR1"
0.0459636420860389,-0.28657920027496,0.188,0.336,1,"RPA1"
0.0459745671592309,0.147283467650585,0.521,0.82,1,"RAB12"
0.0459751732544656,-0.14883078138986,0.25,0.411,1,"TBC1D20"
0.0459864620003144,0.282588267639998,0.25,0.151,1,"NFS1"
0.0460600035039002,0.197483474960862,0.146,0.071,1,"GUCY2C"
0.0461456894233098,-0.484583756143937,0.229,0.377,1,"DNAJC4"
0.0461466974992636,0.424082021439407,0.167,0.087,1,"CETP"
0.0462178075805574,0.156368426289218,0.146,0.07,1,"LOC100508120"
0.0462205607875755,0.201638772433759,0.125,0.056,1,"AMIGO3"
0.0462345346938258,-0.433101763023633,0.375,0.528,1,"SLC25A37"
0.0462529423168013,0.136510056452014,0.146,0.071,1,"C3orf15"
0.0462634495359348,0.157033185045293,0.667,0.626,1,"SENP5"
0.0463262849362395,0.624803573913451,0.375,0.272,1,"MFSD11"
0.0463497354736784,0.525212084047891,0.229,0.139,1,"LARS2"
0.0463619761158527,0.165905567761214,0.104,0.042,1,"C16orf73"
0.0463865092121916,-0.152069085928467,0.229,0.38,1,"SOCS4"
0.0464426486020241,0.252287288949101,0.271,0.182,1,"PCDHB16"
0.0464684234659664,0.203021175839565,0.208,0.122,1,"SMPD3"
0.0465218955959726,0.725855765037209,0.438,0.34,1,"ARHGEF40"
0.0466751432253928,0.391929904903696,0.312,0.214,1,"TNFRSF21"
0.0466809513699501,0.616382518530155,0.167,0.087,1,"ACP6"
0.0466969065992291,0.133813721669615,0.146,0.319,1,"MFN1"
0.0467512205709308,-0.108181447281798,0.312,0.479,1,"CCDC68"
0.0467661314892541,0.157611829670725,0.375,0.57,1,"IQSEC1"
0.0467750684674917,0.15618867157693,0.292,0.182,1,"CSF3R"
0.0467758505736944,0.330900818268261,0.354,0.263,1,"RPAP1"
0.0467906988827428,0.406920141767248,0.188,0.1,1,"ETNK2"
0.0467972199769262,-0.280801578478705,0.104,0.226,1,"TCF21"
0.0468476490555911,0.665815481854078,0.208,0.124,1,"CLN6"
0.0468506110327336,0.499681839604203,0.458,0.392,1,"DGAT1"
0.0470443121104649,-0.184589062633237,0.042,0.146,1,"LOC728392"
0.0470656516913211,0.1205299122994,0.854,0.771,1,"GUCY1A3"
0.0471112225341104,0.177605384893518,0.271,0.171,1,"TCEANC2"
0.0471273393479524,-0.170857382644273,0.125,0.26,1,"LRRC39"
0.047230984382396,0.168132423457613,0.104,0.044,1,"TMEM35"
0.047266418790133,0.203835251434801,0.417,0.306,1,"ZNF585A"
0.0474249189296767,0.177592976666304,0.146,0.071,1,"SUV420H2"
0.0474752861197303,0.52374265976869,0.104,0.044,1,"SGK2"
0.0476331167689101,0.421187183668765,0.188,0.102,1,"EID2"
0.0476890275602928,0.523931132725677,0.188,0.345,1,"CD200"
0.047715277135617,0.549790984965907,0.229,0.141,1,"WDR73"
0.0477206494618592,0.10735553187582,0.104,0.044,1,"STK32B"
0.0479034069215732,0.282168881364021,0.312,0.221,1,"ATG16L1"
0.0479168859157507,0.107403705400074,0.188,0.105,1,"ZNF541"
0.0479475390592846,-0.407522882202357,0.167,0.294,1,"COQ4"
0.0479670778425584,1.51326328529646,0.104,0.044,1,"SNORD63"
0.0479934975667441,0.571841806490913,0.646,0.586,1,"MBD2"
0.0480790529836657,-0.611034887455122,0.146,0.277,1,"AGTRAP"
0.048183887964535,-0.128018517791095,0.208,0.358,1,"PIK3CA"
0.0482118650320253,-0.391696241686491,0.188,0.328,1,"C22orf28"
0.0482235600331845,0.167881180912836,0.292,0.185,1,"GMPS"
0.048241290402169,0.252722619355391,0.771,0.762,1,"NAV1"
0.0483002445597169,-0.127067174163289,0.021,0.11,1,"FAM45B"
0.0484634443783673,-0.141436538735988,0.333,0.504,1,"CDK17"
0.0484951404107441,-0.255175993727967,0.583,0.728,1,"CYP1B1"
0.0485138971468202,0.42846284850032,0.5,0.469,1,"JHDM1D"
0.0485416908870259,0.659338562864295,0.083,0.204,1,"MCU"
0.0485660022073401,-0.337384142927875,0.188,0.36,1,"TMED9"
0.0486816343710873,0.102142997839578,0.125,0.277,1,"WDR46"
0.0487127876239843,0.517962282768686,0.104,0.044,1,"C5orf64"
0.0487183915562697,-0.648192794277804,0.042,0.144,1,"IL8"
0.0487516517242064,-0.384967308541236,0.146,0.29,1,"COPZ2"
0.0487650085477739,0.673451593001009,0.229,0.141,1,"ZNF212"
0.0487912167753853,0.123321712547459,0.229,0.143,1,"CLASRP"
0.0488183588009032,0.153099319261162,0.396,0.314,1,"PI4KA"
0.0488367746115943,-0.126629212395411,0.167,0.29,1,"TOPBP1"
0.0489210090074655,0.213082001868173,0.521,0.491,1,"CHD3"
0.0490040539867585,-0.281296806967472,0.104,0.234,1,"C7orf11"
0.0490237817672704,0.134916940814273,0.396,0.302,1,"FLJ10038"
0.0490633998805824,-0.339888371842027,0.062,0.173,1,"ZNF524"
0.049086044572006,0.521878903252967,0.292,0.194,1,"SULT1C2"
0.0491133936455772,-0.301872750700963,0.062,0.171,1,"IMMP2L"
0.049157839676651,-0.177987414094678,0.188,0.331,1,"STK3"
0.0491831132321615,-0.106542141796716,0.375,0.555,1,"MAPKAPK2"
0.0491971680667397,-0.493447912565529,0.021,0.112,1,"C2orf40"
0.049225466535766,-0.333742085377013,0.125,0.255,1,"C2orf74"
0.049245361701792,0.126636291661981,0.208,0.362,1,"DPH3"
0.0493555021844199,0.591539605667913,0.188,0.102,1,"TCFL5"
0.0494110014861965,-0.16044914902539,0.625,0.788,1,"GLG1"
0.0494802180979659,0.538983140594136,0.521,0.447,1,"RDH11"
0.0495298376768642,-0.217402778473748,0.312,0.484,1,"P4HA1"
0.049639382424089,-0.105318574014562,0.208,0.372,1,"GLRX3"
0.0496989777262776,0.529441190516201,0.146,0.302,1,"FZD6"
0.0497944183202534,0.195594704003288,0.75,0.699,1,"ITPR2"
0.0498037222910904,0.13931129081181,0.438,0.324,1,"WDR11"
0.0498477176644069,0.167987259751563,0.188,0.104,1,"TTC9"
0.0498489580092377,0.223113098881558,0.167,0.088,1,"C17orf69"
0.0498714935011653,0.598996205324568,0.292,0.192,1,"INO80C"
0.0498728234376682,-0.596309954287695,0.25,0.382,1,"POPDC2"
0.0499162451280485,0.80592639842522,0.354,0.272,1,"RANBP10"
0.0499772598633549,0.179220613288849,0.104,0.044,1,"PABPN1"
0.0500666981585081,-0.295868249206021,0.125,0.26,1,"PREB"
0.0501630440157895,-0.153078435872477,0.25,0.387,1,"OAS2"
0.0502111913129662,0.313465309134431,0.292,0.204,1,"SUFU"
0.050233428874954,0.935605858839922,0.104,0.044,1,"JAZF1-AS1"
0.0502361050679829,0.11750123954962,0.188,0.102,1,"SLC37A1"
0.0503216991753605,-0.303005647410047,0.208,0.355,1,"CFI"
0.0503839638850703,0.558566709009289,0.25,0.153,1,"SLC25A17"
0.0504560234062395,0.188819175525758,0.125,0.056,1,"PON1"
0.0504906975158603,0.261249291916176,0.104,0.044,1,"RGS9"
0.0506209540444952,0.152209748943352,0.167,0.09,1,"NUDT13"
0.0506271099572549,-0.469251151829146,0.042,0.146,1,"SCARNA22"
0.05066737542696,-0.246717452891329,0.083,0.207,1,"MCCC1"
0.0507490692697833,0.211827700403438,0.104,0.044,1,"C15orf37"
0.0507596603473719,-0.218288929245129,0.375,0.542,1,"MRPS16"
0.0508325625683705,-0.314369846165963,0.271,0.414,1,"UTP11L"
0.0508414364141848,0.188347098196634,0.208,0.124,1,"SLC13A4"
0.0508750417273167,0.39613840602453,0.292,0.205,1,"LSM14B"
0.0509280450997905,0.169310202796793,0.104,0.042,1,"BEST2"
0.0509399175483777,-0.289982719284953,0.396,0.553,1,"NDUFS1"
0.0509616152818109,0.333380628878599,0.375,0.261,1,"HDAC6"
0.0509768546435152,0.291000227305728,0.271,0.168,1,"ACPL2"
0.0510085476247883,0.231984405642799,0.104,0.044,1,"MPV17L"
0.0511799886759075,-0.141569507458573,0.333,0.52,1,"DIAPH1"
0.0512691360732649,0.303596051804648,0.104,0.044,1,"RNF128"
0.0513317575269341,0.18412808420043,0.438,0.338,1,"LOC100131564"
0.0513357511619316,0.155661164439024,0.562,0.447,1,"PER2"
0.0513787343807428,0.133057110553764,0.562,0.504,1,"MYO18A"
0.0513879600880466,0.43858900165616,0.125,0.056,1,"LOC553103"
0.051531663257096,0.11602077557677,0.583,0.769,1,"ARHGEF12"
0.0515796327492047,0.46207281445386,0.188,0.109,1,"LOC100271722"
0.051652309453379,0.106999469845282,0.125,0.273,1,"CRNDE"
0.051667988261518,0.238445172792911,0.188,0.107,1,"C1orf201"
0.0517243925376434,-0.378620329982197,0.688,0.798,1,"FN1"
0.0518279072125698,1.0127693329525,0.167,0.317,1,"SLC25A29"
0.0518592647043538,-0.452549823583161,0.104,0.216,1,"NMRAL1"
0.0519066652735446,-0.138528580245172,0.292,0.465,1,"PCMT1"
0.0519989148540268,0.622596632511949,0.292,0.199,1,"OGG1"
0.0520368478784641,0.403199642433507,0.188,0.102,1,"QTRT1"
0.0521000489925774,0.422532345670912,0.312,0.212,1,"ST7"
0.0522401282460156,-0.407417314183979,0.042,0.141,1,"MNDA"
0.0523186263646491,-0.1359868951091,0.125,0.25,1,"IMPACT"
0.0523314222156475,0.276446968798717,0.229,0.139,1,"TMEM143"
0.0523986744069422,-0.404857181618275,0.104,0.219,1,"PSMG4"
0.0524799548183233,-0.686456777437311,0.104,0.217,1,"CXCR4"
0.0525803054659572,0.116097083561299,0.146,0.071,1,"C17orf97"
0.0525888522500554,0.1120271507558,0.104,0.044,1,"KIF4A"
0.0526026515535687,0.102627178468669,0.375,0.268,1,"TTC21B"
0.0526434118564714,0.130509051632398,0.729,0.645,1,"PHC2"
0.0526797883551452,0.560373998616686,0.479,0.392,1,"CASZ1"
0.0527468787347002,0.754450816497405,0.188,0.107,1,"CNIH3"
0.0529823985038737,-0.271215675909681,0.125,0.256,1,"CDA"
0.0530496964485152,-0.134355088296223,0.146,0.284,1,"PLRG1"
0.0531023341428176,0.151801573717294,0.208,0.121,1,"GPR64"
0.0531185102938382,-0.231972129142106,0.062,0.173,1,"CCDC94"
0.0531885754437782,0.457809482924853,0.25,0.156,1,"CPOX"
0.0531962734643209,-0.185653169214834,0.146,0.263,1,"TARSL2"
0.0533942275145462,0.141705354638844,0.104,0.044,1,"TMPRSS11BNL"
0.0534497389101905,0.381764512429668,0.208,0.121,1,"AEN"
0.0535368537876014,0.174970231235515,0.417,0.328,1,"RRM1"
0.0535525060375108,0.492131350240623,0.292,0.199,1,"XXYLT1"
0.0535802530372357,0.224363091376134,0.354,0.261,1,"RSPRY1"
0.0536538701679393,-0.256261650180104,0.417,0.579,1,"SLC41A1"
0.0537352950016808,0.274666011300307,0.271,0.175,1,"VIT"
0.0537506186116584,0.527715389942056,0.188,0.1,1,"TOE1"
0.0537659684432725,-0.150457862706876,0.312,0.494,1,"GDE1"
0.0539417304153134,-0.352864866602596,0.062,0.168,1,"ARV1"
0.0540369559363757,0.245297126902634,0.271,0.175,1,"SLC11A1"
0.0541171560658727,0.162985266344244,0.417,0.606,1,"NDFIP1"
0.054180798258436,0.10359262153619,0.208,0.368,1,"PPP4C"
0.0541918085958286,-0.453668520585919,0.146,0.265,1,"CCDC130"
0.0542383286607004,-0.33782819638772,0.042,0.138,1,"TBCC"
0.054309467156896,0.156327445561533,0.188,0.105,1,"BLM"
0.0543742444769768,0.334735672379872,0.229,0.134,1,"ACOX2"
0.0545258307613739,-0.184999358559246,0.354,0.479,1,"CASC3"
0.0545480154888861,1.11557946697604,0.146,0.289,1,"TWF2"
0.0546443375982503,0.152179484909205,0.312,0.531,1,"MTA2"
0.0546932808766829,0.345602410022475,0.25,0.394,1,"PLDN"
0.0547139224404399,0.396175791180801,0.104,0.221,1,"GPN3"
0.0547594011180612,0.129794154042353,0.104,0.044,1,"LOC100131320"
0.0548583943338123,0.120265780115325,0.208,0.121,1,"ATAT1"
0.0549790678649334,0.277840782913785,0.5,0.438,1,"LCOR"
0.0549906932274273,0.174256085297154,0.521,0.409,1,"MGRN1"
0.0550723263522618,0.278078402863604,0.688,0.664,1,"FMNL3"
0.0553859202247579,-0.328260775816703,0.208,0.34,1,"RCSD1"
0.0554608795551532,-0.210223164551905,0.312,0.486,1,"AUP1"
0.0554782018138732,-0.22300684030605,0.333,0.503,1,"BZW2"
0.0554976452646184,0.336647546790518,0.438,0.355,1,"KLHDC5"
0.055633887572529,0.365512932538646,0.312,0.224,1,"DKFZP586I1420"
0.0556683179591593,0.134601226155782,0.188,0.1,1,"SMG9"
0.0557259376786502,0.171254472142094,0.396,0.331,1,"ZC3H7B"
0.0557430222895023,0.652052504223122,0.312,0.212,1,"TRMT2A"
0.0557529338414059,0.171434523796112,0.375,0.26,1,"TMEM185B"
0.0558062436997838,0.38735003592091,0.146,0.073,1,"ZNF551"
0.0559156938820558,0.321445960152317,0.188,0.104,1,"PARVG"
0.0562034066459121,-0.230798784526067,0.042,0.139,1,"TMEM218"
0.0562096455679514,-0.129873629021738,0.042,0.141,1,"TCP11L2"
0.0562168382952528,0.13272397312237,0.146,0.076,1,"ADAMTS20"
0.0562420526770373,0.513889842385788,0.292,0.205,1,"ZNF276"
0.0563132182787713,0.742341835017053,0.375,0.278,1,"FNDC5"
0.05634620528059,0.186417221723176,0.167,0.09,1,"STOX1"
0.0563836455227701,-0.132807077024713,0.229,0.377,1,"CRKL"
0.0564430079816127,0.436446541929682,0.5,0.387,1,"TNFAIP3"
0.0565724051430599,-0.284926498669991,0.083,0.192,1,"C21orf56"
0.0566365618747763,-0.124650708905103,0.125,0.255,1,"NOC3L"
0.0567697758879544,0.168679407413178,0.125,0.059,1,"FGF14-IT1"
0.0568147586688816,0.168527013512243,0.229,0.144,1,"COBL"
0.0569013692794774,0.187872823566995,0.896,0.908,1,"LPP"
0.05692073074884,0.156158352556376,0.312,0.214,1,"BCL2"
0.0570624652537307,-0.193944617256378,0.646,0.82,1,"JMJD1C"
0.0570876489955139,-0.139807651265011,0.188,0.319,1,"WDR45"
0.0571560447843545,-0.490364253220307,0.021,0.105,1,"HIST1H4E"
0.0571928175151597,0.554820493151974,0.208,0.382,1,"OTUD5"
0.0572900567507845,0.111806756837086,0.104,0.044,1,"PATE1"
0.0573420700971011,1.42667164248804,0.021,0.11,1,"CSTA"
0.0573627666635845,0.14831178259327,0.312,0.222,1,"VAV3"
0.0574142999165437,-0.183220100209892,0.75,0.856,1,"MTDH"
0.0574606266617555,0.975079190934423,0.333,0.236,1,"SNX33"
0.0574880947134351,0.555056296852077,0.104,0.046,1,"LINC00092"
0.0574906829686488,0.823322376430412,0.146,0.075,1,"KCNN2"
0.0574921350642254,0.115715855926792,0.271,0.183,1,"CEP41"
0.0575227306346016,-0.207405986189485,0.271,0.413,1,"ARHGEF6"
0.0575697279002438,-0.54358365444946,0.229,0.353,1,"BRIX1"
0.0575756647696062,0.310584180254291,0.312,0.229,1,"NKX3-1"
0.0577167068221364,-0.368182660437746,0.312,0.44,1,"METTL14"
0.0578069490105787,-0.953840180823384,0.292,0.382,1,"TM2D3"
0.0578496416181019,0.519390030945034,0.438,0.345,1,"RIOK1"
0.0578959046915145,0.379864739762587,0.188,0.109,1,"G6PD"
0.0579019744243865,0.664254134236167,0.292,0.463,1,"ZMAT2"
0.0579384413795156,0.163302150370485,0.125,0.058,1,"PAOX"
0.058027318062515,0.164393989761706,0.125,0.059,1,"FLJ36777"
0.0580570179337845,0.157030700732595,0.417,0.319,1,"TRAPPC11"
0.0580645955982069,0.219729821524231,0.708,0.608,1,"ATF6"
