"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C5","C2","PDGFA","PDGFRB",0.00111753219639571,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C3","PDGFA","PDGFRB",0.000336498916428594,0.02,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C3","PDGFA","PDGFRB",0.00042270621831785,0.03,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C3","PDGFA","PDGFRB",0.00257676962606353,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C8","C3","PDGFA","PDGFRB",0.000851783581418392,0.02,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C4","PDGFA","PDGFRB",0.00041385607618342,0.03,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFA","PDGFRB",0.00252323266931896,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C5","PDGFA","PDGFRB",0.00221106663243419,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C4","PDGFB","PDGFRA",0.000736445254302069,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C4","PDGFB","PDGFRA",0.00169770594268525,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C4","PDGFB","PDGFRA",0.000679033978232571,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFB","PDGFRA",0.000897801192109025,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C5","PDGFB","PDGFRA",0.000289984155899455,0.01,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C5","PDGFB","PDGFRA",0.000670418460580875,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C5","PDGFB","PDGFRA",0.000267424837842774,0.03,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C5","PDGFB","PDGFRA",0.000353451138337846,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C2","PDGFB","PDGFRB",0.000684090994800595,0.04,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C3","PDGFB","PDGFRB",0.000683985523736616,0.04,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C3","PDGFB","PDGFRB",0.00157706229934747,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C3","PDGFB","PDGFRB",0.000833837074344458,0.04,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C4","PDGFB","PDGFRB",0.00154431527624578,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFB","PDGFRB",0.000816386754455986,0.04,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C5","PDGFB","PDGFRB",0.0013534349822546,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C2","PDGFC","PDGFRA",3.09547567869873e-05,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C3","PDGFC","PDGFRA",1.4055086630531e-05,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFC","PDGFRA",0.00042674408512436,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C5","PDGFC","PDGFRA",0.000167883237018382,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C2","PDGFD","PDGFRB",0.000380611029158303,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C3","PDGFD","PDGFRB",0.000878869308989472,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C3","PDGFD","PDGFRB",0.000460540553783812,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C4","PDGFD","PDGFRB",0.000860525685907531,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFD","PDGFRB",0.000450887596349176,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C5","PDGFD","PDGFRB",0.000753295318180447,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C5","PDGFD","PDGFRB",0.000394329232438027,0.01,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C3","VEGFA","FLT1",0.00743081292280046,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C3","VEGFA","FLT1",0.00868598071440265,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C6","C3","VEGFA","FLT1",0.00608705957294759,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C7","C3","VEGFA","FLT1",0.00648325468161984,0.03,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C8","VEGFA","FLT1",0.00537745824728417,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C8","VEGFA","FLT1",0.00628798308981576,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C2","C3","VEGFA","KDR",0.000867276943696593,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C3","VEGFA","KDR",0.00203057719895715,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C3","VEGFA","KDR",0.00237575329442022,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C6","C3","VEGFA","KDR",0.00166174221536819,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C7","C3","VEGFA","KDR",0.00177041491506534,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C8","VEGFA","KDR",0.00114218434215971,0.04,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C8","VEGFA","KDR",0.00133654554152513,0.03,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C2","VEGFB","FLT1",0.0115587078300479,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C2","C3","VEGFB","FLT1",0.0088541610100948,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C3","VEGFB","FLT1",0.0258464487045774,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C6","C3","VEGFB","FLT1",0.017583107613654,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C7","C3","VEGFB","FLT1",0.014034249890213,0.01,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C4","VEGFB","FLT1",0.0107193018556648,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C4","C8","VEGFB","FLT1",0.0188006950019595,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C6","C8","VEGFB","FLT1",0.0127604377758829,0.04,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C2","VEGFC","FLT4",2.5567223674046e-05,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C2","VEGFC","FLT4",0.000113579645540009,0.01,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C3","VEGFC","FLT4",6.60240106680423e-05,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C3","VEGFC","FLT4",0.000293263733817104,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C4","VEGFC","FLT4",1.24929142276762e-05,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C4","VEGFC","FLT4",5.55009278470532e-05,0.03,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C5","VEGFC","FLT4",2.30798934684792e-05,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C5","VEGFC","FLT4",0.000102530826142056,0.01,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C8","VEGFC","FLT4",3.73626640074975e-06,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C2","VEGFC","KDR",7.31713958924289e-05,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C2","VEGFC","KDR",0.000325002808164713,0.01,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C3","VEGFC","KDR",0.000291916085258958,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C3","VEGFC","KDR",0.00129561790717221,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C4","VEGFC","KDR",3.68923305618495e-05,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C4","VEGFC","KDR",0.000163883827449659,0.03,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C5","VEGFC","KDR",4.03501095763843e-05,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C8","VEGFC","KDR",0.000164075531299147,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C8","C8","VEGFC","KDR",0.000728540550934091,0.01,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C2","PGF","FLT1",0.00185524475556033,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C3","PGF","FLT1",0.00419947585952188,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C4","PGF","FLT1",0.001719289147596,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C5","PGF","FLT1",0.000892600820221533,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C6","PGF","FLT1",0.000564599439082259,0.01,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C7","PGF","FLT1",0.000346019081248698,0.04,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C3","C8","PGF","FLT1",0.00303630428884893,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"C2","C3","VEGFA","FLT1_KDR",0.0017929573089634,0.01,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C3","VEGFA","FLT1_KDR",0.0041926854721749,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C4","C3","VEGFA","FLT1_KDR",0.00490359061086222,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C6","C3","VEGFA","FLT1_KDR",0.00343247490587619,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C7","C3","VEGFA","FLT1_KDR",0.00365652380711348,0.01,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C8","VEGFA","FLT1_KDR",0.0026449407482665,0.02,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C4","C8","VEGFA","FLT1_KDR",0.00309422817864032,0.01,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C2","VEGFC","FLT4_KDR",4.42721148090777e-05,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C8","C2","VEGFC","FLT4_KDR",0.000196661452440792,0.01,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C3","VEGFC","FLT4_KDR",0.000149768582133006,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C8","C3","VEGFC","FLT4_KDR",0.000665046494874948,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C4","VEGFC","FLT4_KDR",2.2515282388954e-05,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C8","C4","VEGFC","FLT4_KDR",0.000100022774989271,0.02,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C5","VEGFC","FLT4_KDR",3.07937307080595e-05,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C8","C5","VEGFC","FLT4_KDR",0.00013679538052771,0.01,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C3","C8","VEGFC","FLT4_KDR",2.64092648960101e-05,0,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C8","C8","VEGFC","FLT4_KDR",0.00011731998316616,0.04,"VEGFC_VEGFR2R3","VEGFC - VEGFR2R3","VEGF","Secreted Signaling","PMID: 16633338"
"C5","C2","IGF1","IGF1R",5.09216253607732e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C3","IGF1","IGF1R",3.39031138609306e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C3","IGF1","IGF1R",6.82317657767853e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C4","IGF1","IGF1R",5.75989382550724e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C5","IGF1","IGF1R",6.20808888279756e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C5","IGF1","IGF1R",0.000394937900775581,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C5","IGF1","IGF1R",0.000795214352820204,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C5","IGF1","IGF1R",0.000118051663984645,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C6","IGF1","IGF1R",0.000114803217578287,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C6","IGF1","IGF1R",0.000231066302673157,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C7","IGF1","IGF1R",0.000156245674587288,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C7","IGF1","IGF1R",0.000314502684837638,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C7","IGF1","IGF1R",4.66629011219698e-05,0.02,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C8","IGF1","IGF1R",9.341216756743e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C5","C8","IGF1","IGF1R",0.000188014465572683,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C5","IGF2","IGF1R",8.37011507130886e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C5","IGF2","IGF1R",0.000105781556534413,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C5","IGF2","IGF1R",5.71078536382341e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C5","IGF2","IGF1R",0.000112387304980333,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C7","C5","IGF2","IGF1R",5.61225835698198e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C8","C5","IGF2","IGF1R",6.96528813923527e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C6","IGF2","IGF1R",3.07210608066485e-05,0.04,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C6","IGF2","IGF1R",3.26337706300547e-05,0.02,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C7","IGF2","IGF1R",3.30839382795564e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C7","IGF2","IGF1R",4.18184716891134e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C7","IGF2","IGF1R",4.44236365729467e-05,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C5","IGF2","IGF2R",3.51024799170228e-05,0.01,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C5","IGF2","IGF2R",4.43711299622961e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C5","IGF2","IGF2R",4.71342389936822e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C8","C5","IGF2","IGF2R",2.92109390837866e-05,0.04,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C6","IGF2","IGF2R",3.04948251032267e-05,0.03,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C6","IGF2","IGF2R",3.85461225561688e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C6","IGF2","IGF2R",4.09471427391877e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C2","C7","IGF2","IGF2R",3.29581035312659e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C3","C7","IGF2","IGF2R",4.16594416082533e-05,0.01,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C6","C7","IGF2","IGF2R",4.42546755848021e-05,0,"IGF2_IGF2R","IGF2 - IGF2R","IGF","Secreted Signaling","PMID: 14604834"
"C4","C3","IGF1","ITGAV_ITGB3",2.11733243084736e-05,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C5","C3","IGF1","ITGAV_ITGB3",4.26098249875867e-05,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C2","C5","IGF1","ITGAV_ITGB3",2.75657579799357e-05,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C3","C5","IGF1","ITGAV_ITGB3",1.48581340091604e-05,0.01,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C5","IGF1","ITGAV_ITGB3",0.000175546106936579,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C5","C5","IGF1","ITGAV_ITGB3",0.00035333925008438,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C6","C5","IGF1","ITGAV_ITGB3",5.24218281307332e-05,0,"IGF1_ITGAV_ITGB3","IGF1 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C3","IGF1","ITGA6_ITGB4",7.51461057831764e-05,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C5","C3","IGF1","ITGA6_ITGB4",0.000151265118369992,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C5","IGF1","ITGA6_ITGB4",0.000241381701772443,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C5","C5","IGF1","ITGA6_ITGB4",0.00048590508835352,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C2","C8","IGF1","ITGA6_ITGB4",8.7987486262158e-05,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C8","IGF1","ITGA6_ITGB4",0.000558303763791784,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C5","C8","IGF1","ITGA6_ITGB4",0.00112515063902784,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C6","C8","IGF1","ITGA6_ITGB4",0.000167288150520044,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C2","C5","IGF2","ITGAV_ITGB3",3.71668767937425e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C3","C5","IGF2","ITGAV_ITGB3",4.69802346514285e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C5","IGF2","ITGAV_ITGB3",2.53595725407844e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C6","C5","IGF2","ITGAV_ITGB3",4.99061676565563e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C7","C5","IGF2","ITGAV_ITGB3",2.49197140405768e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C8","C5","IGF2","ITGAV_ITGB3",3.09288508967241e-05,0,"IGF2_ITGAV_ITGB3","IGF2 - (ITGAV+ITGB3)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C2","C5","IGF2","ITGA6_ITGB4",5.11211393910278e-05,0.03,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C3","C5","IGF2","ITGA6_ITGB4",6.46153157034938e-05,0,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"C4","C5","IGF2","ITGA6_ITGB4",3.48802792184303e-05,0.04,"IGF2_ITGA6_ITGB4","IGF2 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
